Player,Team,Cap Number,Cash Spent,Year,Pos
Mike Pennel,Chiefs,"$473,529","$473,529",2019,Interior DL
Brent Urban,Bears,"$473,529","$473,529",2019,Interior DL
Akeem Spence,Jaguars,"$473,529","$473,529",2019,Interior DL
Bronson Kaufusi,Jets,"$455,294","$455,294",2019,Interior DL
Kevin Strong,Lions,"$448,824","$452,824",2019,Interior DL
Darius Kilgo,Lions,"$448,000","$448,000",2019,Interior DL
Duke Ejiofor,Texans,"$439,313","$393,000",2019,Interior DL
Corey Liuget,Bills,"$437,647","$437,647",2019,Interior DL
Daniel Ekuale,Browns,"$433,059","$433,059",2019,Interior DL
Caleb Brantley,Commanders,"$421,941","$421,941",2019,Interior DL
Leterrius Walton,Steelers,"$417,353","$520,882",2019,Interior DL
Demarcus Christmas,Seahawks,"$409,960","$505,840",2019,Interior DL
Michael Bennett,Falcons,"$408,000","$408,000",2019,Interior DL
Chris Landrum,Texans,"$408,000","$408,000",2019,Interior DL
Jordan Williams,Titans,"$393,000","$393,000",2019,Interior DL
Niles Scott,Bengals,"$393,000","$393,000",2019,Interior DL
Jonathan Ledbetter,Dolphins,"$389,882","$399,882",2019,Interior DL
Iseoluwapo Jegede,Colts,"$384,666","$398,000",2019,Interior DL
Nate Harvey,Giants,"$379,666","$383,000",2019,Interior DL
Eli Ankou,Browns,"$379,412","$379,412",2019,Interior DL
Sylvester Williams,Chargers,"$379,412","$473,529",2019,Interior DL
Ira Savage-Lewis,Texans,"$378,166","$378,500",2019,Interior DL
Lavon Hooks,Steelers,"$378,000","$378,000",2019,Interior DL
Myles Humphrey,Commanders,"$378,000","$378,000",2019,Interior DL
Kendrick Norton,Dolphins,"$378,000","$378,000",2019,Interior DL
John Atkins,Lions,"$349,412","$349,412",2019,Interior DL
Vincent Taylor,Bills,"$341,471","$341,471",2019,Interior DL
Matt Dickerson,Titans,"$335,294","$335,294",2019,Interior DL
Justin Ellis,Ravens,"$331,471","$331,471",2019,Interior DL
Abdullah Anderson,Bears,"$320,294","$320,294",2019,Interior DL
Wes Horton,Panthers,"$303,529","$378,824",2019,Interior DL
Anthony Rush,Eagles,"$291,176","$291,176",2019,Interior DL
Jonathan Harris,Broncos,"$291,176","$291,176",2019,Interior DL
Taylor Stallworth,Saints,"$220,235","$373,412",2019,Interior DL
Carl Davis,Jaguars,"$211,765","$211,765",2019,Interior DL
Miles Brown,Cardinals,"$203,824","$203,824",2019,Interior DL
Stacy McGee,Panthers,"$189,706","$236,765",2019,Interior DL
Eddie Vanderdoes,Texans,"$189,706","$189,706",2019,Interior DL
Woodrow Hamilton,Panthers,"$167,647","$167,647",2019,Interior DL
Gerald Willis,Dolphins,"$154,059","$154,059",2019,Interior DL
Daniel Wise,Cowboys,"$136,000","$136,000",2019,Interior DL
Bijhon Jackson,Panthers,"$136,000","$136,000",2019,Interior DL
James Looney,Packers,"$136,000","$136,000",2019,Interior DL
Marquise Copeland,Rams,"$136,000","$136,000",2019,Interior DL
Nick Thurman,Patriots,"$136,000","$136,000",2019,Interior DL
Henry Mondeaux,Steelers,"$136,000","$136,000",2019,Interior DL
Amani Bledsoe,Titans,"$136,000","$136,000",2019,Interior DL
Justin Zimmer,Browns,"$134,118","$134,118",2019,Interior DL
Zach Sieler,Dolphins,"$134,118","$134,118",2019,Interior DL
Olsen Pierre,Raiders,"$127,059","$127,059",2019,Interior DL
Devaroe Lawrence,Chiefs,"$125,000","$125,000",2019,Interior DL
Caraun Reid,Cardinals,"$113,824","$142,059",2019,Interior DL
Kyle Peko,Broncos,"$113,824","$113,824",2019,Interior DL
Ufomba Kamalu,Ravens,"$98,000","$98,000",2019,Interior DL
Greg Gilmore,Panthers,"$96,000","$96,000",2019,Interior DL
Fadol Brown,Bears,"$88,000","$88,000",2019,Interior DL
Frank Herron,Lions,"$87,353","$87,353",2019,Interior DL
Jamal Davis,Dolphins,"$87,353","$87,353",2019,Interior DL
Deyon Sizer,Broncos,"$87,353","$87,353",2019,Interior DL
Joey Ivie,Titans,"$87,353","$87,353",2019,Interior DL
Jamie Meder,Lions,"$84,706","$84,706",2019,Interior DL
Braxton Hoyett,Chiefs,"$80,000","$80,000",2019,Interior DL
Jeremiah Ledbetter,Buccaneers,"$80,000","$80,000",2019,Interior DL
Brian Price,Jaguars,"$80,000","$80,000",2019,Interior DL
Bruce Hector,Eagles,"$67,059","$67,059",2019,Interior DL
Michael Onuoha,Ravens,"$64,000","$64,000",2019,Interior DL
Chuck Harris,Jaguars,"$64,000","$64,000",2019,Interior DL
Albert Huggins,Eagles,"$60,000","$60,000",2019,Interior DL
Bryan Mone,Seahawks,"$58,235","$58,235",2019,Interior DL
JoJo Wicker,Commanders,"$48,000","$48,000",2019,Interior DL
Wyatt Ray,Jets,"$40,000","$40,000",2019,Interior DL
Ryan Bee,Commanders,"$40,000","$40,000",2019,Interior DL
Nate Hall,Texans,"$32,000","$32,000",2019,Interior DL
P.J. Johnson,Chargers,"$32,000","$32,000",2019,Interior DL
Chris Slayton,Giants,"$29,118","$29,118",2019,Interior DL
Kevin Givens,49ers,"$29,118","$29,118",2019,Interior DL
Javier Edwards,Cardinals,"$24,000","$24,000",2019,Interior DL
Jonathan Bonner,Dolphins,"$16,000","$16,000",2019,Interior DL
Jalen Dalton,Saints,"$16,000","$16,000",2019,Interior DL
Kevin Wilkins,Giants,"$16,000","$16,000",2019,Interior DL
Jay-Tee Tiuli,Broncos,"$16,000","$16,000",2019,Interior DL
Olive Sagapolu,Lions,"$16,000","$16,000",2019,Interior DL
Roderick Young,Colts,"$16,000","$16,000",2019,Interior DL
Brandin Bryant,Browns,"$8,000","$8,000",2019,Interior DL
Shakir Soto,Seahawks,"$8,000","$8,000",2019,Interior DL
Earl Mitchell,49ers,$0,$0,2019,Interior DL
Durval Queiroz,Dolphins,$0,"$136,000",2019,Interior DL
Joel Heath,Broncos,$0,$0,2019,Interior DL
Aaron Donald,Rams,"$25,000,000","$17,000,000",2020,Interior DL
DeForest Buckner,Colts,"$23,378,000","$23,378,000",2020,Interior DL
Kawann Short,Panthers,"$19,464,000","$14,000,000",2020,Interior DL
Fletcher Cox,Eagles,"$17,115,243","$13,900,000",2020,Interior DL
Leonard Williams,Giants,"$16,126,000","$16,126,000",2020,Interior DL
J.J. Watt,Texans,"$15,500,000","$15,500,000",2020,Interior DL
Chris Jones,Chiefs,"$15,001,000","$16,126,000",2020,Interior DL
Stephon Tuitt,Steelers,"$14,940,750","$9,000,000",2020,Interior DL
Geno Atkins,Bengals,"$14,200,000","$11,500,000",2020,Interior DL
Sheldon Richardson,Browns,"$13,666,666","$11,900,000",2020,Interior DL
Grady Jarrett,Falcons,"$12,334,000","$13,500,000",2020,Interior DL
Akiem Hicks,Bears,"$11,800,000","$10,300,000",2020,Interior DL
Jurrell Casey,Broncos,"$11,787,500","$11,443,750",2020,Interior DL
Brandon Williams,Ravens,"$11,170,000","$8,250,000",2020,Interior DL
D.J. Reader,Bengals,"$10,062,500","$22,250,000",2020,Interior DL
Calais Campbell,Ravens,"$10,000,000","$15,000,000",2020,Interior DL
Jarran Reed,Seahawks,"$9,350,000","$14,750,000",2020,Interior DL
Cameron Heyward,Steelers,"$9,301,250","$21,750,000",2020,Interior DL
Tyrone Crawford,Cowboys,"$9,100,000","$8,000,000",2020,Interior DL
DaQuan Jones,Titans,"$8,333,334","$7,000,000",2020,Interior DL
Henry Anderson,Jets,"$8,333,333","$7,000,000",2020,Interior DL
Ndamukong Suh,Buccaneers,"$8,000,000","$9,000,000",2020,Interior DL
Quinnen Williams,Jets,"$7,483,039","$2,063,608",2020,Interior DL
Vernon Butler,Bills,"$7,368,750","$8,150,000",2020,Interior DL
Quinton Jefferson,Bills,"$7,000,000","$7,000,000",2020,Interior DL
Kenny Clark,Packers,"$6,690,000","$26,690,000",2020,Interior DL
Maliek Collins,Raiders,"$6,250,000","$6,000,000",2020,Interior DL
Matt Ioannidis,Commanders,"$6,250,000","$4,256,250",2020,Interior DL
Arik Armstead,49ers,"$6,000,000","$20,000,000",2020,Interior DL
Malcom Brown,Saints,"$6,000,000","$4,500,000",2020,Interior DL
Johnathan Hankins,Raiders,"$5,875,000","$4,250,000",2020,Interior DL
Lawrence Guy,Patriots,"$5,866,668","$4,350,000",2020,Interior DL
Denico Autry,Colts,"$5,737,500","$5,237,500",2020,Interior DL
Linval Joseph,Chargers,"$5,500,000","$9,900,000",2020,Interior DL
Dean Lowry,Packers,"$5,200,000","$3,700,000",2020,Interior DL
Shamar Stephen,Vikings,"$5,033,333","$3,700,000",2020,Interior DL
William Gholston,Buccaneers,"$4,750,000","$4,750,000",2020,Interior DL
Malik Jackson,Eagles,"$4,661,000","$10,105,000",2020,Interior DL
Ed Oliver,Bills,"$4,471,626","$1,389,325",2020,Interior DL
Corey Peters,Cardinals,"$4,437,500","$3,500,000",2020,Interior DL
Nicholas Williams,Lions,"$4,300,000","$5,300,000",2020,Interior DL
Derrick Brown,Panthers,"$4,294,801","$15,349,204",2020,Interior DL
Vita Vea,Buccaneers,"$4,042,974","$1,827,658",2020,Interior DL
Jordan Phillips,Cardinals,"$4,000,000","$10,000,000",2020,Interior DL
Abry Jones,Jaguars,"$4,000,000","$4,000,000",2020,Interior DL
Daron Payne,Commanders,"$3,932,280","$1,790,760",2020,Interior DL
Michael Brockers,Rams,"$3,833,333","$6,000,000",2020,Interior DL
Eddie Goldman,Bears,"$3,750,000","$3,450,000",2020,Interior DL
Sheldon Rankins,Saints,"$3,690,000","$7,690,000",2020,Interior DL
Jonathan Allen,Commanders,"$3,689,827","$2,046,354",2020,Interior DL
Tyson Alualu,Steelers,"$3,625,000","$2,750,000",2020,Interior DL
Christian Wilkins,Dolphins,"$3,508,886","$1,196,777",2020,Interior DL
Brandon Dunn,Texans,"$3,500,000","$4,406,250",2020,Interior DL
David Onyemata,Saints,"$3,500,000","$11,000,000",2020,Interior DL
Grover Stewart,Colts,"$3,487,912","$7,133,000",2020,Interior DL
Javon Hargrave,Eagles,"$3,450,000","$13,000,000",2020,Interior DL
Mike Purcell,Broncos,"$3,446,500","$4,009,000",2020,Interior DL
Roy Robertson-Harris,Bears,"$3,259,000","$3,259,000",2020,Interior DL
Adam Butler,Patriots,"$3,259,000","$3,259,000",2020,Interior DL
Shelby Harris,Broncos,"$3,250,000","$3,250,000",2020,Interior DL
Dexter Lawrence,Giants,"$3,010,918","$1,097,184",2020,Interior DL
Derek Wolfe,Ravens,"$3,000,000","$3,000,000",2020,Interior DL
Beau Allen,Patriots,"$2,881,250","$3,900,000",2020,Interior DL
Jeffery Simmons,Titans,"$2,878,126","$1,070,625",2020,Interior DL
Javon Kinlaw,49ers,"$2,816,127","$9,434,508",2020,Interior DL
Taven Bryan,Jaguars,"$2,769,533","$1,403,178",2020,Interior DL
Danny Shelton,Lions,"$2,750,000","$4,000,000",2020,Interior DL
Jerry Tillery,Chargers,"$2,595,945","$1,014,189",2020,Interior DL
Larry Ogunjobi,Browns,"$2,378,391","$2,133,000",2020,Interior DL
Tyeler Davison,Falcons,"$2,323,333","$4,750,000",2020,Interior DL
Davon Godchaux,Dolphins,"$2,183,487","$2,133,000",2020,Interior DL
Chris Wormley,Steelers,"$2,133,000","$2,133,000",2020,Interior DL
A'Shawn Robinson,Rams,"$2,000,000","$6,794,118",2020,Interior DL
DeMarcus Walker,Broncos,"$1,614,408","$1,156,890",2020,Interior DL
Mario Edwards Jr.,Bears,"$1,600,000","$1,600,000",2020,Interior DL
Austin Johnson,Giants,"$1,500,000","$1,500,000",2020,Interior DL
Rakeem Nunez-Roches,Buccaneers,"$1,500,000","$1,750,000",2020,Interior DL
Christian Covington,Bengals,"$1,500,000","$1,500,000",2020,Interior DL
Dalvin Tomlinson,Giants,"$1,454,760","$1,088,469",2020,Interior DL
Ross Blacklock,Texans,"$1,444,991","$3,949,964",2020,Interior DL
Zach Kerr,Panthers,"$1,367,500","$1,667,500",2020,Interior DL
Mike Daniels,Bengals,"$1,325,000","$1,325,000",2020,Interior DL
Ezekiel Ansah,49ers,"$1,302,941","$1,450,000",2020,Interior DL
Marlon Davidson,Falcons,"$1,256,795","$3,197,180",2020,Interior DL
Damion Square,Chargers,"$1,187,500","$1,750,000",2020,Interior DL
Steve McLendon,Buccaneers,"$1,121,324","$1,121,324",2020,Interior DL
Trysten Hill,Cowboys,"$1,108,681","$716,736",2020,Interior DL
B.J. Hill,Giants,"$1,106,069","$848,690",2020,Interior DL
Nathan Shepherd,Jets,"$1,043,143","$818,000",2020,Interior DL
Derrick Nnadi,Chiefs,"$1,039,850","$800,000",2020,Interior DL
Raekwon Davis,Dolphins,"$1,028,274","$2,283,096",2020,Interior DL
Montravius Adams,Packers,"$1,026,194","$840,000",2020,Interior DL
Hassan Ridgeway,Eagles,"$1,010,000","$1,010,000",2020,Interior DL
Zach Sieler,Dolphins,"$1,000,000","$1,750,000",2020,Interior DL
Jaleel Johnson,Vikings,"$994,590","$825,000",2020,Interior DL
Jack Crawford,Titans,"$987,500","$1,187,500",2020,Interior DL
Harrison Phillips,Bills,"$981,710","$787,950",2020,Interior DL
Zach Allen,Cardinals,"$975,855","$690,171",2020,Interior DL
Justin Jones,Chargers,"$963,535","$750,000",2020,Interior DL
Deadrin Senat,Falcons,"$954,490","$750,000",2020,Interior DL
Dre'Mont Jones,Broncos,"$952,000","$685,400",2020,Interior DL
Jalyn Holmes,Vikings,"$932,849","$750,000",2020,Interior DL
Carlos Watkins,Texans,"$929,912","$825,000",2020,Interior DL
Khalen Saunders,Chiefs,"$928,795","$700,000",2020,Interior DL
Angelo Blackson,Cardinals,"$910,000","$910,000",2020,Interior DL
Jihad Ward,Ravens,"$887,500","$1,047,500",2020,Interior DL
Justin Ellis,Ravens,"$887,500","$1,047,500",2020,Interior DL
Justin Madubuike,Ravens,"$882,420","$1,699,680",2020,Interior DL
D.J. Jones,49ers,"$861,967","$825,000",2020,Interior DL
Neville Gallimore,Cowboys,"$850,989","$1,573,956",2020,Interior DL
Brent Urban,Bears,"$840,000","$1,000,000",2020,Interior DL
Jordan Elliott,Browns,"$834,259","$1,507,036",2020,Interior DL
Greg Gaines,Rams,"$831,653","$675,000",2020,Interior DL
R.J. McIntosh,Giants,"$830,367","$750,000",2020,Interior DL
Maurice Hurst,Raiders,"$829,761","$750,000",2020,Interior DL
Morgan Fox,Rams,"$825,000","$825,000",2020,Interior DL
Vincent Taylor,Browns,"$825,000","$825,000",2020,Interior DL
Bilal Nichols,Bears,"$824,870","$750,000",2020,Interior DL
McTelvin Agim,Broncos,"$824,317","$1,467,268",2020,Interior DL
Tim Settle,Commanders,"$817,011","$750,000",2020,Interior DL
Davon Hamilton,Jaguars,"$814,694","$1,614,071",2020,Interior DL
John Jenkins,Bears,"$800,000","$1,100,000",2020,Interior DL
Mike Pennel,Chiefs,"$799,265","$940,441",2020,Interior DL
John Cominsky,Falcons,"$797,098","$675,000",2020,Interior DL
Folorunso Fatukasi,Jets,"$793,564","$750,000",2020,Interior DL
Sebastian Joseph-Day,Rams,"$788,809","$750,000",2020,Interior DL
James Lynch,Vikings,"$782,748","$1,300,992",2020,Interior DL
Leki Fotu,Cardinals,"$766,309","$1,346,413",2020,Interior DL
Kingsley Keke,Packers,"$753,316","$675,000",2020,Interior DL
Poona Ford,Seahawks,"$752,668","$750,000",2020,Interior DL
Byron Cowart,Patriots,"$750,149","$675,000",2020,Interior DL
Tyler Lancaster,Packers,"$750,000","$750,000",2020,Interior DL
Antwaun Woods,Cowboys,"$750,000","$750,000",2020,Interior DL
Taylor Stallworth,Colts,"$750,000","$750,000",2020,Interior DL
Matt Dickerson,Titans,"$750,000","$750,000",2020,Interior DL
Star Lotulelei,Bills,"$750,000","$900,000",2020,Interior DL
Duke Ejiofor,Texans,"$721,313","$675,000",2020,Interior DL
Armon Watts,Vikings,"$717,274","$675,000",2020,Interior DL
Isaiah Buggs,Steelers,"$717,158","$675,000",2020,Interior DL
Rashard Lawrence,Cardinals,"$706,904","$1,219,967",2020,Interior DL
Cortez Broughton,Chargers,"$694,580","$675,000",2020,Interior DL
Jason Strowbridge,Dolphins,"$691,622","$936,488",2020,Interior DL
Broderick Washington,Ravens,"$683,412","$903,648",2020,Interior DL
Larrell Murchison,Titans,"$679,436","$887,744",2020,Interior DL
Shy Tuttle,Saints,"$676,666","$675,000",2020,Interior DL
Bryan Mone,Seahawks,"$675,000","$675,000",2020,Interior DL
Dion Jordan,49ers,"$661,765","$802,941",2020,Interior DL
Bravvion Roy,Panthers,"$658,493","$803,972",2020,Interior DL
Khalil Davis,Buccaneers,"$653,302","$783,208",2020,Interior DL
John Penisini,Lions,"$652,794","$781,176",2020,Interior DL
P.J. Hall,Texans,"$644,118","$644,118",2020,Interior DL
Carlos Davis,Steelers,"$633,376","$703,504",2020,Interior DL
Malcolm Roach,Saints,"$613,333","$620,000",2020,Interior DL
Doug Costin,Jaguars,"$612,500","$617,500",2020,Interior DL
Tershawn Wharton,Chiefs,"$611,666","$615,000",2020,Interior DL
Kevin Givens,49ers,"$610,000","$610,000",2020,Interior DL
Domata Peko,Cardinals,"$600,000","$600,000",2020,Interior DL
Renell Wren,Bengals,"$595,649","$425,000",2020,Interior DL
DeShawn Williams,Broncos,"$595,588","$595,588",2020,Interior DL
Amani Bledsoe,Bengals,"$574,118","$574,118",2020,Interior DL
Jonathan Bullard,Seahawks,"$573,529","$695,882",2020,Interior DL
Kyle Phillips,Jets,"$529,607","$527,941",2020,Interior DL
Justin Hamilton,Cowboys,"$529,412","$529,412",2020,Interior DL
Xavier Williams,Bengals,"$529,412","$642,353",2020,Interior DL
Margus Hunt,Bengals,"$485,294","$679,412",2020,Interior DL
Billy Winn,Packers,"$485,294","$588,824",2020,Interior DL
Justin Zimmer,Bills,"$485,294","$485,294",2020,Interior DL
Damontre Moore,Seahawks,"$485,294","$588,824",2020,Interior DL
Dontavius Russell,Jaguars,"$445,876","$425,000",2020,Interior DL
Sylvester Williams,Broncos,"$441,176","$617,647",2020,Interior DL
Eli Ankou,Cowboys,"$436,765","$436,765",2020,Interior DL
Jonathan Harris,Broncos,"$425,000","$425,000",2020,Interior DL
Jashon Cornell,Lions,"$421,133","$484,532",2020,Interior DL
Azur Kamara,Cowboys,"$401,666","$405,000",2020,Interior DL
Jalen Dalton,Saints,"$400,000","$400,000",2020,Interior DL
Michael Barnett,Patriots,"$400,000","$400,000",2020,Interior DL
Henry Mondeaux,Steelers,"$394,706","$394,706",2020,Interior DL
Akeem Spence,Patriots,"$371,324","$433,824",2020,Interior DL
Hercules Mata'afa,Vikings,"$357,353","$357,353",2020,Interior DL
Daniel McCullers,Bears,"$352,941","$428,235",2020,Interior DL
Teair Tart,Titans,"$287,059","$287,059",2020,Interior DL
David Irving,Raiders,"$256,587","$256,587",2020,Interior DL
Michael Dogbe,Cardinals,"$236,718","$236,718",2020,Interior DL
Anthony Zettel,Saints,"$233,529","$233,529",2020,Interior DL
Caraun Reid,Jaguars,"$220,588","$267,647",2020,Interior DL
Bruce Hector,Panthers,"$214,236","$214,236",2020,Interior DL
Kevin Strong,Lions,"$198,529","$198,529",2020,Interior DL
Jeremiah Ledbetter,Buccaneers,"$198,529","$198,529",2020,Interior DL
Robert Windsor,Colts,"$197,765","$197,765",2020,Interior DL
Breiden Fehoko,Chargers,"$197,764","$197,764",2020,Interior DL
Joey Ivie,Browns,"$197,764","$197,764",2020,Interior DL
Andrew Brown,Texans,"$183,824","$183,824",2020,Interior DL
Benito Jones,Dolphins,"$179,412","$179,412",2020,Interior DL
Daniel Ross,Jaguars,"$176,471","$176,471",2020,Interior DL
Woodrow Hamilton,Panthers,"$176,471","$176,471",2020,Interior DL
Willington Previlon,Packers,"$170,282","$170,282",2020,Interior DL
Kameron Cline,Colts,"$170,282","$170,282",2020,Interior DL
Marquise Copeland,Rams,"$170,282","$170,282",2020,Interior DL
Benning Potoa'e,Buccaneers,"$170,282","$170,282",2020,Interior DL
Aaron Crawford,Ravens,"$170,282","$170,282",2020,Interior DL
Brandin Bryant,Bills,"$165,706","$165,706",2020,Interior DL
Stacy McGee,Cardinals,"$163,294","$163,294",2020,Interior DL
Abdullah Anderson,Vikings,"$157,306","$157,306",2020,Interior DL
Ryan Glasgow,Saints,"$157,058","$157,058",2020,Interior DL
Darius Kilgo,Broncos,"$156,000","$156,000",2020,Interior DL
Chris Slayton,Falcons,"$153,482","$153,482",2020,Interior DL
Devaroe Lawrence,Commanders,"$153,318","$153,318",2020,Interior DL
Jonathan Ledbetter,Dolphins,"$147,800","$142,800",2020,Interior DL
Albert Huggins,Lions,"$146,612","$146,612",2020,Interior DL
Trevon Coley,Jets,"$145,588","$145,588",2020,Interior DL
Raequan Williams,Eagles,"$143,529","$143,529",2020,Interior DL
Bill Murray,Patriots,"$142,800","$142,800",2020,Interior DL
Marcus Willoughby,Saints,"$142,800","$142,800",2020,Interior DL
Lacale London,Bears,"$142,800","$142,800",2020,Interior DL
Bronson Kaufusi,Jets,"$142,800","$142,800",2020,Interior DL
Cedrick Lattimore,Seahawks,"$142,800","$142,800",2020,Interior DL
Delontae Scott,Packers,"$142,800","$142,800",2020,Interior DL
Chris Williams,Colts,"$142,800","$142,800",2020,Interior DL
T.J. Smith,Chargers,"$142,800","$142,800",2020,Interior DL
Michael Hoecht,Rams,"$142,800","$142,800",2020,Interior DL
Jonah Williams,Rams,"$142,800","$142,800",2020,Interior DL
Nick Coe,Dolphins,"$142,800","$142,800",2020,Interior DL
Deyon Sizer,Broncos,"$126,000","$126,000",2020,Interior DL
Calvin Taylor,Steelers,"$126,000","$126,000",2020,Interior DL
Walter Palmore,Cowboys,"$119,882","$119,882",2020,Interior DL
David Moa,Giants,"$109,200","$109,200",2020,Interior DL
Brian Price,Packers,"$105,458","$105,458",2020,Interior DL
Josiah Coatney,49ers,"$103,082","$103,082",2020,Interior DL
Eric Banks,Rams,"$100,800","$100,800",2020,Interior DL
Treyvon Hester,Eagles,"$96,000","$96,000",2020,Interior DL
